Брестская область;brestskaya-obl;Брест;brest;Барановичи;baranovichi;Белоозерск;beloozersk;Береза;bereza;Высокое;vysokoe;Ганцевичи;gancevichi;Давид-Городок;david-gorodok;Дрогичин;drogichin;Жабинка;zhabinka;Иваново;ivanovo;Ивацевичи;ivacevichi;Каменец;kamenec;Кобрин;kobrin;Коссово;kossovo;Лунинец;luninec;Ляховичи;lyakhovichi;Малорита;malorita;Микашевичи;mikashevichi;Ольшаны;olshany;Пинск;pinsk;Пружаны;pruzhany;Столин;stolin
Витебская область;vitebskaya-obl;Витебск;vitebsk;Барань;baran;Бешенковичи;beshenkovichi;Браслав;braslav;Верхнедвинск;verkhnedvinsk;Глубокое;glubokoe;Городок;gorodok;Дисна;disna;Докшицы;dokshicy;Дубровно;dubrovno;Лепель;lepel;Лиозно;liozno;Миоры;miory;Новолукомль;novolukoml;Новополоцк;novopolock;Орша;orsha;Полоцк;polock;Поставы;postavy;Россоны;rossony;Сенно;senno;Толочин;tolochin;Ушачи;ushachi;Чашники;chashniki;Шарковщина;sharkovshchina;Шумилино;shumilino
Гомельская область;gomelskaya-obl;Гомель;gomel;Брагин;bragin;Буда-Кошелево;buda-koshelevo;Василевичи;vasilevichi;Ветка;vetka;Добруш;dobrush;Ельск;elsk;Житковичи;zhitkovichi;Жлобин;zhlobin;Калинковичи;kalinkovichi;Корма;korma;Лельчицы;lelchicy;Лоев;loev;Мозырь;mozyr;Наровля;narovlya;Октябрьский;oktyabrskiy;Петриков;petrikov;Речица;rechica;Рогачев;rogachev;Светлогорск;svetlogorsk;Туров;turov;Хойники;khoyniki;Чечерск;chechersk
Гродненская область;grodnenskaya-obl;Гродно;grodno;Березовка;berezovka;Большая Берестовица;bolshaya-berestovica;Волковыск;volkovysk;Вороново;voronovo;Дятлово;dyatlovo;Зельва;zelva;Ивье;ivje;Кореличи;korelichi;Лида;lida;Мосты;mosty;Новогрудок;novogrudok;Островец;ostrovec;Ошмяны;oshmyany;Свислочь;svisloch;Скидель;skidel;Слоним;slonim;Сморгонь;smorgon;Щучин;shchuchin
Минская область;minskaya-obl;Минск;minsk;Березино;berezino;Борисов;borisov;Вилейка;vileyka;Воложин;volozhin;Дзержинск;dzerzhinsk;Жодино;zhodino;Заславль;zaslavl;Клецк;kleck;Копыль;kopyl;Крупки;krupki;Логойск;logoysk;Любань;lyuban;Марьина Горка;marina-gorka;Молодечно;molodechno;Мядель;myadel;Несвиж;nesvizh;Слуцк;sluck;Смолевичи;smolevichi;Солигорск;soligorsk;Старые Дороги;starye-dorogi;Столбцы;stolbcy;Узда;uzda;Фаниполь;fanipol;Червень;cherven
Могилевская область;mogilevskaya-obl;Могилев;mogilev;Белыничи;belynichi;Бобруйск;bobruysk;Быхов;bykhov;Глуск;glusk;Горки;gorki;Дрибин;dribin;Кировск;kirovsk;Климовичи;klimovichi;Кличев;klichev;Костюковичи;kostyukovichi;Краснополье;krasnopole;Кричев;krichev;Круглое;krugloe;Мстиславль;mstislavl;Осиповичи;osipovichi;Славгород;slavgorod;Хотимск;khotimsk;Чаусы;chausy;Чериков;cherikov;Шклов;shklov
